Temperature (K),Luminosity(L/Lo),Radius(R/Ro),Absolute magnitude(Mv),red,blue white,white,yellowish white,pale yellow orange,blue,blue-white,whitish,yellow-white,orange,white-yellow,yellowish,orange-red,O,B,A,F,G,K,M,Star type
0.0831,0.000000001471592381,0.0001724403387,0.8398999375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.086575,0.00000000765228038,0.0002417244034,0.7723577236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.41975,0.000000003178639542,0.0003464203233,0.8347717323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.392,0.000000001648183466,0.000006209905055,0.7751719825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.37455,0.000000001436274164,0.000005850654349,0.7454659162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.3335,0.000000001389183207,0.00000579933282,0.7551594747,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.4585,0.000000001283228556,0.000005953297408,0.7761100688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.498,0.000000001577547032,0.000006363869643,0.7235772358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.6005,0.000000001836547291,0.000007287657172,0.727329581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.5773,0.000000001871865508,0.000006517834231,0.7026266417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.448,0.000000001554001554,0.000005337439056,0.6910569106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.484,0.000000001306774034,0.000005440082114,0.7373358349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.55875,0.000000001471592381,0.000005121888632,0.7360850532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.2503,0.01465706011,0.003264049269,0.2579737336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
0.327225,0.0006498551953,0.003005388761,0.3731394622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
0.5503,0.0009276918368,0.003075186041,0.3689806129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
0.85475,0.007944244308,0.003407749551,0.2929956223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
0.8115,0.2333356879,0.003279445727,0.2298311445,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
0.233,0.2046102046,0.003200923788,0.2363977486,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
0.485,0.00003414094323,0.0009802412112,0.4113821138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
0.4285,0.01285583104,0.003094688222,0.2764227642,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
0.20625,0.001039532858,0.002901206056,0.2901813634,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
0.59195,0.00001088978362,0.0009905055171,0.3420888055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
0.318725,0.2875962421,0.01796253528,0.1766729206,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
0.234575,0.3914671187,0.03900436233,0.153220763,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
0.586,0.4037343128,0.05029509879,0.1544715447,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
0.419675,0.6327023145,0.0415704388,0.1858974359,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
0.46835,0.2904687905,0.03181934822,0.1741713571,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
0.2473,0.2646276283,0.02360790352,0.1397748593,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
0.27325,0.6991829719,0.04105722351,0.1456535335,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
0.577375,0.922900332,0.01283038235,0.1781113196,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
0.54345,0.4094794095,0.04413651527,0.1880863039,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
0.603625,0.8816486544,0.04721580703,0.1430268918,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
0.95585,0.4508876645,0.766743649,0.09631019387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
0.812225,0.3211956394,0.6959199384,0.08223889931,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
0.693475,0.7633797179,1,0.03377110694,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
0.5476,1,0.6425455479,0.1353971232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5
0.9735,0.8811777448,0.579933282,0.1328955597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
0.770975,0.4412775776,0.6959199384,0.06222639149,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
0.220725,0.9818958819,0.6127790608,0.04033771107,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
0.230875,0.6327764828,0.7303053631,0.03721075672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
0.94705,0.4767252949,0.5706954067,0.02157598499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
0,0.3471816063,0.9150628689,0.1288305191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
