type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,0.4779874214,0.1139240506,0.2951807229,0.2743161094,0.07528641571,0.124567474,0.3590909091,0.9620974417,0.7630922693,0.205,0.6174496644,5
0,0.4716981132,0.1202531646,0.2951807229,0.0273556231,0.09001636661,0.06574394464,0.25,0.9572850295,0.8304239401,0.22,0.6644295302,5
0,0.465408805,0.1898734177,0.2951807229,0.1246200608,0.09001636661,0.169550173,0.4272727273,0.9599799804,0.8778054863,0.29,0.6510067114,6
0,0.4213836478,0.1898734177,0.4457831325,0.07598784195,0.06219312602,0.1211072664,0.3568181818,0.9571887813,0.8004987531,0.23,0.6644295302,5
0,0.4150943396,0.1898734177,0.4457831325,0.06990881459,0.06710310966,0.124567474,0.3613636364,0.9572850295,0.8004987531,0.225,0.6644295302,5
0,0.465408805,0.1898734177,0.2951807229,0.1246200608,0.09001636661,0.169550173,0.4272727273,0.9599799804,0.8778054863,0.29,0.6510067114,6
0,0.4339622642,0.1392405063,0.2951807229,0.1063829787,0.1031096563,0.1730103806,0.3818181818,0.9583437602,0.8827930175,0.25,0.6912751678,6
0,0.4905660377,0.164556962,0.2951807229,0.04711246201,0.0736497545,0.07266435986,0.2636363636,0.9558413059,0.7880299252,0.175,0.6912751678,5
0,0.534591195,0.1075949367,0.2951807229,0.1337386018,0.07855973813,0.07958477509,0.2454545455,0.9573812778,0.7182044888,0.17,0.7046979866,4
0,0.427672956,0.1075949367,0.4457831325,0.03647416413,0.08674304419,0.2110726644,0.4136363636,0.9579587673,0.9052369077,0.38,0.7046979866,6
0,0.3899371069,0.1708860759,0.2951807229,0.02127659574,0.08183306056,0.06920415225,0.1681818182,0.9558413059,0.8279301746,0.22,0.6577181208,6
0,0.4465408805,0.4050632911,0.2951807229,0.0273556231,0.08183306056,0.05882352941,0.2909090909,0.9572850295,0.825436409,0.29,0.711409396,4
0,0.4025157233,0.1139240506,0.4457831325,0.1808510638,0.07528641571,0.1868512111,0.3818181818,0.9603649733,0.8927680798,0.34,0.677852349,5
0,0.4779874214,0.1962025316,0.2951807229,0.2036474164,0.1014729951,0.1730103806,0.4340909091,0.961423704,0.8029925187,0.265,0.6040268456,4
0,0.6163522013,0.1962025316,0.2951807229,0.2340425532,0.07528641571,0.04498269896,0.2704545455,0.9628674277,0.7930174564,0.225,0.6375838926,5
0,0.5660377358,0.1898734177,0.2951807229,0.1094224924,0.06382978723,0.1107266436,0.1909090909,0.9565150436,0.7331670823,0.16,0.7718120805,6
0,0.5283018868,0.1518987342,0.2951807229,0.1124620061,0.06382978723,0.1591695502,0.2454545455,0.9561300506,0.7556109726,0.165,0.7986577181,7
0,0.4025157233,0.1139240506,0.4457831325,0.1808510638,0.07528641571,0.1868512111,0.3818181818,0.9603649733,0.8927680798,0.34,0.677852349,5
0,0.4025157233,0.1582278481,0.4457831325,0.1185410334,0.0736497545,0.1799307958,0.475,0.958247512,0.8004987531,0.21,0.6174496644,6
0,0.4591194969,0.1898734177,0.4457831325,0.2051671733,0.06382978723,0.1591695502,0.375,0.9607499663,0.753117207,0.2,0.5838926174,5
0,0.5849056604,0.1962025316,0.2951807229,0.01975683891,0.06873977087,0.1176470588,0.3340909091,0.957477526,0.7755610973,0.23,0.6577181208,5
0,0.4025157233,0.1582278481,0.4457831325,0.1185410334,0.0736497545,0.1799307958,0.475,0.958247512,0.8004987531,0.21,0.6174496644,6
0,0.4591194969,0.1898734177,0.4457831325,0.2051671733,0.06382978723,0.1591695502,0.375,0.9607499663,0.753117207,0.2,0.5838926174,5
0,0.4402515723,0.1708860759,0.4457831325,0.02279635258,0.0589198036,0.09342560554,0.2772727273,0.9553600647,0.8354114713,0.24,0.7516778523,6
0,0.4968553459,0.08860759494,0.4457831325,0.01823708207,0.04582651391,0.1038062284,0.375,0.9538200928,0.7680798005,0.41,0.8255033557,6
0,0.4025157233,0.07594936709,0.2951807229,0.09726443769,0.06873977087,0.169550173,0.3659090909,0.9571887813,0.8329177057,0.22,0.6979865772,6
0,0.427672956,0.1329113924,0.4457831325,0.01823708207,0.07692307692,0.08650519031,0.2522727273,0.9543975822,0.7805486284,0.205,0.7181208054,6
0,0.5408805031,0.1012658228,0.2951807229,0.1109422492,0.07037643208,0.03114186851,0.1431818182,0.9579587673,0.7805486284,0.295,0.7046979866,6
0,0.4402515723,0.1835443038,0.2951807229,0.05775075988,0.07692307692,0.1280276817,0.3090909091,0.9565150436,0.7356608479,0.2,0.6308724832,6
0,0.4025157233,0.1708860759,0.2951807229,0.1109422492,0.07528641571,0.1833910035,0.4681818182,0.958247512,0.8079800499,0.215,0.6174496644,6
0,0.4150943396,0.3481012658,0.006024096386,0.04103343465,0.05564648118,0.1937716263,0.2772727273,0.9534350998,0.7855361596,0.15,0.7986577181,5
0,0.4025157233,0.1708860759,0.2951807229,0.1109422492,0.07528641571,0.1833910035,0.4681818182,0.958247512,0.8079800499,0.215,0.6174496644,6
0,0.3962264151,0.1518987342,0.4457831325,0.02127659574,0.2815057283,0.0830449827,0.2454545455,0.9559375541,0.8154613466,0.195,0.6644295302,6
0,0.4213836478,0.2088607595,0.2951807229,0.02431610942,0.2733224223,0.06920415225,0.2136363636,0.9542050858,0.7755610973,0.25,0.7651006711,6
0,0.4402515723,0.1835443038,0.2951807229,0.05775075988,0.07692307692,0.1280276817,0.3090909091,0.9565150436,0.7356608479,0.2,0.6308724832,6
0,0.5157232704,0.2151898734,0.2951807229,0.1215805471,0.07528641571,0.1903114187,0.5068181818,0.958632505,0.7680798005,0.26,0.7181208054,6
0,0.3522012579,0.246835443,0.1445783133,0.07142857143,0.05564648118,0.09342560554,0.175,0.9534350998,0.8179551122,0.18,0.8523489933,5
0,0.3522012579,0.2594936709,0.1445783133,0.02887537994,0.05564648118,0.03460207612,0.1204545455,0.9510770178,0.8279301746,0.25,0.9060402685,7
0,0.4213836478,0.2594936709,0.006024096386,0.04255319149,0.07855973813,0.1349480969,0.3113636364,0.9569000366,0.8079800499,0.175,0.6375838926,5
0,0.4465408805,0.164556962,0.2951807229,0.03343465046,0.05237315876,0.107266436,0.2568181818,0.9531463551,0.8403990025,0.21,0.8657718121,9
0,0.4716981132,0.2025316456,0.2951807229,0.02583586626,0.05073649755,0.1522491349,0.2477272727,0.9534350998,0.7655860349,0.23,0.8389261745,6
0,0.3647798742,0.1202531646,0.2951807229,0.07446808511,0.06546644845,0.1522491349,0.2681818182,0.9562262989,0.8329177057,0.19,0.6375838926,7
0,0.4339622642,0.1708860759,0.2951807229,0.3571428571,0.09328968903,0.2041522491,0.5340909091,0.9647923925,0.7431421446,0.235,0.5771812081,5
0,0.5094339623,0.1265822785,0.2951807229,0.179331307,0.07855973813,0.1591695502,0.4818181818,0.9594024909,0.7705735661,0.23,0.6711409396,7
0,0.4716981132,0.2025316456,0.2951807229,0.02583586626,0.05073649755,0.1522491349,0.2477272727,0.9534350998,0.7655860349,0.23,0.8389261745,6
0,0.5157232704,0.164556962,0.2951807229,0.07902735562,0.06546644845,0.06574394464,0.2272727273,0.9568037883,0.7780548628,0.17,0.677852349,6
0,0.4905660377,0.164556962,0.2951807229,0.04863221884,0.0441898527,0.09688581315,0.1977272727,0.954686327,0.7556109726,0.16,0.7583892617,7
0,0.5031446541,0.08860759494,0.2951807229,0.02279635258,0.05728314239,0.1453287197,0.2727272727,0.9555525612,0.812967581,0.2,0.711409396,7
0,0.5031446541,0.1835443038,0.2951807229,0.1778115502,0.05728314239,0.1384083045,0.2977272727,0.9584400085,0.783042394,0.17,0.7248322148,5
0,0.4716981132,0.1202531646,0.2951807229,0.02431610942,0.07692307692,0.1453287197,0.3181818182,0.9559375541,0.8478802993,0.235,0.7181208054,6
0,0.4339622642,0.2151898734,0.2951807229,0.1109422492,0.0736497545,0.2110726644,0.4681818182,0.9583437602,0.7705735661,0.2,0.6040268456,6
0,0.3899371069,0.1265822785,0.2951807229,0.02431610942,0.1063829787,0.05882352941,0.325,0.9564187954,0.8029925187,0.26,0.6174496644,6
0,0.4025157233,0.2341772152,0.2951807229,0.2021276596,0.0736497545,0.1833910035,0.5522727273,0.9607499663,0.783042394,0.24,0.5704697987,6
0,0.3899371069,0.1392405063,0.2951807229,0.09118541033,0.04746317512,0.107266436,0.2909090909,0.9555525612,0.8503740648,0.18,0.7583892617,8
0,0.4905660377,0.164556962,0.2951807229,0.04863221884,0.0441898527,0.09688581315,0.1977272727,0.954686327,0.7556109726,0.16,0.7583892617,7
0,0.5597484277,0.2025316456,0.2951807229,0.02431610942,0.08183306056,0.05882352941,0.2977272727,0.958247512,0.7805486284,0.17,0.6308724832,5
0,0.4088050314,0.2784810127,0.2951807229,0.1170212766,0.0736497545,0.0553633218,0.3840909091,0.9583437602,0.7755610973,0.185,0.5838926174,6
0,0.4402515723,0.08860759494,0.2951807229,0.0896656535,0.08674304419,0.07612456747,0.2681818182,0.9580550155,0.8379052369,0.18,0.6308724832,6
0,0.5660377358,0.1075949367,0.2951807229,0.01519756839,0.06382978723,0.1591695502,0.2977272727,0.9557450577,0.7705735661,0.255,0.7046979866,7
0,0.4025157233,0.164556962,0.2951807229,0.09726443769,0.06055646481,0.1280276817,0.3659090909,0.9580550155,0.8428927681,0.265,0.6510067114,6
0,0.5660377358,0.1392405063,0.2951807229,0.1580547112,0.07855973813,0.1799307958,0.4431818182,0.9612312075,0.825436409,0.22,0.6845637584,6
0,0.5597484277,0.2025316456,0.2951807229,0.02431610942,0.08183306056,0.05882352941,0.2977272727,0.958247512,0.7805486284,0.17,0.6308724832,5
0,0.5157232704,0.1265822785,0.2951807229,0.05319148936,0.09328968903,0.04844290657,0.2454545455,0.9555525612,0.7955112219,0.175,0.7718120805,6
0,0.4905660377,0.09493670886,0.1445783133,0.1170212766,0.07692307692,0.07266435986,0.2227272727,0.9577662708,0.7331670823,0.155,0.644295302,6
0,0.4339622642,0.1582278481,0.1445783133,0.0273556231,0.08674304419,0.02076124567,0.275,0.9557450577,0.8054862843,0.35,0.7651006711,5
0,0.5157232704,0.1265822785,0.2951807229,0.05319148936,0.09328968903,0.04844290657,0.2454545455,0.9555525612,0.7955112219,0.175,0.7718120805,6
0,0.4465408805,0.1772151899,0.2951807229,0.09878419453,0.06710310966,0.09688581315,0.2522727273,0.9553600647,0.8503740648,0.29,0.8187919463,8
0,0.465408805,0.1202531646,0.2951807229,0.1018237082,0.06055646481,0.05190311419,0.25,0.9565150436,0.7980049875,0.19,0.7382550336,7
0,0.5220125786,0.1582278481,0.2951807229,0.2553191489,0.07855973813,0.1730103806,0.5181818182,0.9625786829,0.7556109726,0.26,0.6174496644,6
0,0.4716981132,0.08860759494,0.4457831325,0.02431610942,0.05728314239,0.07266435986,0.2863636364,0.9560338024,0.812967581,0.225,0.6845637584,6
0,0.4905660377,0.3101265823,0.2951807229,0.1063829787,0.07037643208,0.1003460208,0.3386363636,0.957862519,0.8004987531,0.165,0.6711409396,5
0,0.5094339623,0.07594936709,0.2951807229,0.01823708207,0.06873977087,0.1487889273,0.3636363636,0.9561300506,0.7805486284,0.24,0.6510067114,6
0,0.4779874214,0.2974683544,0.2951807229,0.1975683891,0.3911620295,0.1453287197,0.5,0.9613274558,0.7381546135,0.255,0.6174496644,5
0,0.4968553459,0.1392405063,0.2951807229,0.05775075988,0.06873977087,0.08996539792,0.2386363636,0.9557450577,0.7730673317,0.195,0.7046979866,5
0,0.4905660377,0.3101265823,0.2951807229,0.1063829787,0.07037643208,0.1003460208,0.3386363636,0.957862519,0.8004987531,0.165,0.6711409396,5
0,0.4025157233,0.1392405063,0.2951807229,0.1139817629,0.0883797054,0.1453287197,0.3431818182,0.957477526,0.8154613466,0.26,0.677852349,6
0,0.4591194969,0.1202531646,0.2951807229,0.2363221884,0.09492635025,0.1730103806,0.3045454545,0.9622899382,0.8528678304,0.18,0.610738255,7
0,0.5094339623,0.1898734177,0.2951807229,0.1869300912,0.08019639935,0.1730103806,0.3272727273,0.9596912356,0.7705735661,0.285,0.6845637584,7
0,0.4591194969,0.1202531646,0.2951807229,0.2363221884,0.09492635025,0.1730103806,0.3045454545,0.9622899382,0.8528678304,0.18,0.610738255,7
0,0.4716981132,0.1518987342,0.2951807229,0.1428571429,0.07855973813,0.1730103806,0.3386363636,0.9588250014,0.7905236908,0.295,0.7046979866,7
0,0.4025157233,0.1392405063,0.2951807229,0.1139817629,0.0883797054,0.1453287197,0.3431818182,0.957477526,0.8154613466,0.26,0.677852349,6
0,0.4905660377,0.1329113924,0.2951807229,0.01823708207,0.0589198036,0.06920415225,0.225,0.9528576103,0.7605985037,0.14,0.8120805369,7
0,0.4465408805,0.1898734177,0.2951807229,0.02431610942,0.0736497545,0.107266436,0.2272727273,0.9569000366,0.8478802993,0.295,0.6845637584,5
0,0.4339622642,0.164556962,0.2951807229,0.02431610942,0.09492635025,0.1349480969,0.3772727273,0.9591137462,0.9102244389,0.26,0.6308724832,4
0,0.4779874214,0.1962025316,0.2951807229,0.06003039514,0.07201309329,0.09342560554,0.2977272727,0.9540125893,0.7680798005,0.335,0.8590604027,7
0,0.4025157233,0.2658227848,0.4457831325,0.1945288754,0.124386252,0.1660899654,0.475,0.9603649733,0.7780548628,0.29,0.6040268456,6
0,0.5157232704,0.1835443038,0.2951807229,0.01519756839,0.07201309329,0.1003460208,0.2681818182,0.9555525612,0.8079800499,0.18,0.7315436242,4
0,0.4968553459,0.2088607595,0.1686746988,0.4802431611,0.08674304419,0.1211072664,0.4,0.9723960038,0.7855361596,0.19,0.5906040268,6
0,0.4150943396,0.2911392405,0.2951807229,0.1124620061,0.08510638298,0.06574394464,0.4181818182,0.958247512,0.7755610973,0.19,0.6040268456,5
0,0.4905660377,0.1772151899,0.2951807229,0.01975683891,0.07528641571,0.09342560554,0.3227272727,0.9563225471,0.7705735661,0.295,0.6845637584,5
0,0.3647798742,0.09493670886,0.2951807229,0.01671732523,0.07855973813,0.07266435986,0.2227272727,0.9556488094,0.7955112219,0.24,0.6174496644,5
0,0.4905660377,0.253164557,0.2951807229,0.1185410334,0.09819967267,0.1176470588,0.3681818182,0.9592099944,0.812967581,0.29,0.7583892617,6
0,0.4150943396,0.1962025316,0.2951807229,0.1170212766,0.08183306056,0.1799307958,0.5,0.9590174979,0.7780548628,0.225,0.5906040268,5
0,0.4150943396,0.2056962025,0.2951807229,0.1170212766,0.08019639935,0.1833910035,0.4931818182,0.958632505,0.7880299252,0.2,0.6241610738,5
0,0.4150943396,0.1708860759,0.2951807229,0.1185410334,0.08019639935,0.214532872,0.4931818182,0.9585362567,0.7905236908,0.225,0.6308724832,6
0,0.4213836478,0.164556962,0.2951807229,0.1261398176,0.07692307692,0.1868512111,0.4340909091,0.9580550155,0.8054862843,0.2,0.6912751678,6
0,0.4213836478,0.1329113924,0.2951807229,0.02127659574,0.07692307692,0.1038062284,0.2590909091,0.9542050858,0.7281795511,0.21,0.7248322148,7
0,0.4968553459,0.2088607595,0.1686746988,0.4802431611,0.08674304419,0.1211072664,0.4,0.9723960038,0.7855361596,0.19,0.5906040268,6
0,0.5094339623,0.1772151899,0.2771084337,0.2340425532,0.09656301146,0.1107266436,0.4022727273,0.9628674277,0.8154613466,0.29,0.6040268456,4
0,0.4088050314,0.08227848101,0.2228915663,0.01519756839,0.0589198036,0.1660899654,0.2590909091,0.953916341,0.8503740648,0.255,0.7718120805,8
0,0.4905660377,0.2816455696,0.3373493976,0.01519756839,0.06546644845,0.0276816609,0.1909090909,0.9565150436,0.8104738155,0.215,0.7248322148,5
0,0.5534591195,0.246835443,0.2048192771,0.0896656535,0.09001636661,0.1141868512,0.2909090909,0.9554563129,0.7356608479,0.255,0.7919463087,6
0,0.4968553459,0.1139240506,0.1987951807,0.01823708207,0.05400981997,0.06920415225,0.1636363636,0.9549750717,0.7780548628,0.19,0.7046979866,7
0,0.4465408805,0.1962025316,0.2289156627,0.01823708207,0.0589198036,0.03460207612,0.2818181818,0.9551675682,0.783042394,0.22,0.6644295302,6
0,0.4905660377,0.1518987342,0.1084337349,0.1018237082,0.07528641571,0.1141868512,0.3636363636,0.9589212497,0.7980049875,0.28,0.6577181208,6
0,0.4402515723,0.2215189873,0.1807228916,0.09878419453,0.04582651391,0.09342560554,0.1977272727,0.9563225471,0.8478802993,0.21,0.7651006711,7
0,0.4150943396,0.164556962,0.186746988,0.07294832827,0.2258592471,0.1418685121,0.3818181818,0.9577662708,0.7980049875,0.19,0.6241610738,5
0,0.4150943396,0.1708860759,0.186746988,0.08054711246,0.2242225859,0.1211072664,0.3704545455,0.9577662708,0.7980049875,0.19,0.6241610738,5
0,0.427672956,0.1392405063,0.1746987952,0.1352583587,0.07528641571,0.2837370242,0.4272727273,0.9581512637,0.8229426434,0.22,0.6912751678,6
0,0.3899371069,0.1708860759,0.1927710843,0.1337386018,0.07692307692,0.2249134948,0.5090909091,0.9587287532,0.7905236908,0.235,0.5973154362,5
0,0.4402515723,0.2215189873,0.1807228916,0.09878419453,0.04582651391,0.09342560554,0.1977272727,0.9563225471,0.8478802993,0.21,0.7651006711,7
0,0.4591194969,0.1455696203,0.2228915663,0.0273556231,0.05237315876,0.2076124567,0.3545454545,0.9547825752,0.7755610973,0.175,0.744966443,6
0,0.3899371069,0.1898734177,0.1204819277,0.1003039514,0.0736497545,0.1453287197,0.3863636364,0.9570925331,0.8379052369,0.225,0.6979865772,6
0,0.4025157233,0.2215189873,0.1204819277,0.08662613982,0.05564648118,0.06228373702,0.2659090909,0.9570925331,0.8304239401,0.215,0.677852349,5
0,0.4779874214,0.2025316456,0.2048192771,0.2788753799,0.0883797054,0.1522491349,0.4477272727,0.9632524206,0.8029925187,0.275,0.6040268456,5
0,0.3962264151,0.1962025316,0.1807228916,0.1519756839,0.07528641571,0.169550173,0.4818181818,0.9588250014,0.9326683292,0.275,0.7986577181,6
0,0.4528301887,0.1582278481,0.1686746988,0.2188449848,0.09001636661,0.1903114187,0.4659090909,0.9611349593,0.7780548628,0.19,0.6040268456,7
0,0.4528301887,0.1582278481,0.1686746988,0.2188449848,0.09001636661,0.1903114187,0.4659090909,0.9611349593,0.7780548628,0.19,0.6040268456,7
0,0.4591194969,0.164556962,0.1987951807,0.2712765957,0.08019639935,0.1435986159,0.4431818182,0.9624824347,0.7630922693,0.22,0.610738255,7
0,0.4528301887,0.1582278481,0.1686746988,0.2188449848,0.09001636661,0.1903114187,0.4659090909,0.9611349593,0.7780548628,0.19,0.6040268456,7
0,0.465408805,0.164556962,0.2228915663,0.1428571429,0.07692307692,0.1453287197,0.3340909091,0.9607499663,0.8628428928,0.36,0.6711409396,5
0,0.4591194969,0.164556962,0.1987951807,0.2712765957,0.08019639935,0.1435986159,0.4431818182,0.9624824347,0.7630922693,0.22,0.610738255,7
0,0.4213836478,0.1582278481,0.156626506,0.023556231,0.06710310966,0.4100346021,0.4909090909,0.9575737743,0.885286783,0.315,0.6308724832,3
0,0.4465408805,0.1012658228,0.1506024096,0.01975683891,0.05564648118,0.09688581315,0.2795454545,0.954301334,0.8154613466,0.275,0.7651006711,6
0,0.5660377358,0.2721518987,0.1807228916,0.02279635258,0.08183306056,0.02422145329,0.3977272727,0.9577662708,0.7755610973,0.225,0.6510067114,4
0,0.4528301887,0.1582278481,0.1686746988,0.2188449848,0.09001636661,0.1903114187,0.4659090909,0.9611349593,0.7780548628,0.19,0.6040268456,7
0,0.4402515723,0.1518987342,0.1807228916,0.06382978723,0.06546644845,0.1418685121,0.4840909091,0.9554563129,0.8179551122,0.245,0.7919463087,6
0,0.4213836478,0.167721519,0.1325301205,0.1306990881,0.07855973813,0.1868512111,0.45,0.9581512637,0.8104738155,0.205,0.6845637584,5
0,0.4842767296,0.07594936709,0.1927710843,0.02127659574,0.09819967267,0.1626297578,0.3409090909,0.957862519,0.8403990025,0.21,0.6174496644,6
0,0.4528301887,0.1329113924,0.1987951807,0.04559270517,0.0589198036,0.1211072664,0.3,0.9555525612,0.8104738155,0.2,0.7382550336,6
0,0.534591195,0.2025316456,0.2168674699,0.226443769,0.06710310966,0.1626297578,0.4318181818,0.9607499663,0.7680798005,0.155,0.6711409396,6
0,0.4339622642,0.1139240506,0.1807228916,0.03039513678,0.06219312602,0.1349480969,0.4318181818,0.9542050858,0.8279301746,0.185,0.8187919463,6
0,0.4402515723,0.1518987342,0.1807228916,0.06382978723,0.06546644845,0.1418685121,0.4840909091,0.9554563129,0.8179551122,0.245,0.7919463087,6
0,0.3962264151,0.164556962,0.1746987952,0.03343465046,0.07037643208,0.1211072664,0.3977272727,0.9545900787,0.8428927681,0.215,0.7785234899,6
0,0.4213836478,0.164556962,0.1807228916,0.0273556231,0.07037643208,0.08650519031,0.275,0.9570925331,0.8578553616,0.305,0.6845637584,6
0,0.4968553459,0.1835443038,0.2168674699,0.1686930091,0.05400981997,0.1487889273,0.4727272727,0.9594987391,0.783042394,0.23,0.6912751678,5
0,0.4088050314,0.1708860759,0.1144578313,0.06382978723,0.07528641571,0.02076124567,0.2590909091,0.9581512637,0.8104738155,0.175,0.5771812081,4
0,0.4213836478,0.2088607595,0.2530120482,0.09726443769,0.09492635025,0.09342560554,0.3431818182,0.9580550155,0.7880299252,0.22,0.644295302,5
0,0.4213836478,0.1962025316,0.2530120482,0.09726443769,0.09328968903,0.08650519031,0.3363636364,0.9581512637,0.7880299252,0.225,0.644295302,5
0,0.4150943396,0.1582278481,0.186746988,0.02279635258,0.05728314239,0.1107266436,0.2886363636,0.9548788235,0.8503740648,0.235,0.7583892617,6
0,0.4025157233,0.1518987342,0.1325301205,0.02279635258,0.06219312602,0.1314878893,0.3568181818,0.9561300506,0.8503740648,0.275,0.6644295302,6
0,0.427672956,0.164556962,0.1746987952,0.2575987842,0.09165302782,0.1660899654,0.4068181818,0.9622899382,0.8603491272,0.2,0.644295302,5
0,0.4402515723,0.3860759494,0.156626506,0.02583586626,0.08346972177,0.08650519031,0.3659090909,0.9572850295,0.8379052369,0.3,0.711409396,4
0,0.427672956,0.1392405063,0.1807228916,0.2066869301,0.09001636661,0.1730103806,0.4090909091,0.9609424628,0.8578553616,0.195,0.6577181208,5
0,0.5094339623,0.1962025316,0.1445783133,0.02431610942,0.05237315876,0.03460207612,0.1522727273,0.9551675682,0.7680798005,0.235,0.7046979866,5
0,0.4402515723,0.1265822785,0.1807228916,0.09270516717,0.06055646481,0.107266436,0.2727272727,0.9566112918,0.8079800499,0.255,0.7248322148,5
0,0.4968553459,0.1139240506,0.2228915663,0.04559270517,0.09983633388,0.08650519031,0.4045454545,0.9576700225,0.8029925187,0.255,0.6711409396,6
0,0.4150943396,0.2151898734,0.1626506024,0.09422492401,0.09656301146,0.07958477509,0.3090909091,0.9583437602,0.8229426434,0.245,0.677852349,6
0,0.427672956,0.1898734177,0.1445783133,0.1003039514,0.201309329,0.1211072664,0.2636363636,0.9579587673,0.7655860349,0.24,0.6308724832,5
0,0.4088050314,0.1139240506,0.2048192771,0.02431610942,0.06546644845,0.1487889273,0.3363636364,0.9540125893,0.8279301746,0.295,0.7718120805,8
0,0.4402515723,0.1329113924,0.186746988,0.09118541033,0.07528641571,0.1003460208,0.2454545455,0.9566112918,0.812967581,0.25,0.7248322148,6
0,0.427672956,0.1708860759,0.1927710843,0.02279635258,0.07201309329,0.06574394464,0.3227272727,0.9548788235,0.7730673317,0.215,0.6644295302,6
0,0.5849056604,0.1265822785,0.1987951807,0.02583586626,0.08183306056,0.09688581315,0.4045454545,0.9580550155,0.7880299252,0.215,0.6040268456,4
0,0.3647798742,0.1455696203,0.1626506024,0.0273556231,0.07037643208,0.0830449827,0.1568181818,0.9560338024,0.8428927681,0.155,0.6308724832,6
0,0.4779874214,0.1265822785,0.234939759,0.03951367781,0.07201309329,0.1038062284,0.4090909091,0.9568037883,0.8628428928,0.22,0.7248322148,7
0,0.5157232704,0.09493670886,0.2891566265,0.04103343465,0.08510638298,0.0830449827,0.4318181818,0.9576700225,0.8728179551,0.225,0.7315436242,7
0,0.4716981132,0.253164557,0.6024096386,0.2963525836,0.06710310966,0.1141868512,0.3363636364,0.9602687251,0.8079800499,0.19,0.8053691275,6
0,0.4088050314,0.1139240506,0.2048192771,0.02431610942,0.06546644845,0.1487889273,0.3363636364,0.9540125893,0.8279301746,0.295,0.7718120805,8
0,0.4402515723,0.08227848101,0.1807228916,0.07598784195,0.09165302782,0.107266436,0.2772727273,0.9571887813,0.8653366584,0.21,0.7046979866,6
0,0.4339622642,0.1075949367,0.1325301205,0.06990881459,0.1047463175,0.1903114187,0.3454545455,0.957862519,0.8204488778,0.185,0.6241610738,6
0,0.4402515723,0.1898734177,0.1927710843,0.09726443769,0.05564648118,0.09688581315,0.2204545455,0.9551675682,0.8054862843,0.22,0.7919463087,6
0,0.4779874214,0.2816455696,0.265060241,0.2203647416,0.0736497545,0.2352941176,0.4818181818,0.9611349593,0.8678304239,0.18,0.6711409396,6
0,0.427672956,0.1898734177,0.1445783133,0.1003039514,0.201309329,0.1211072664,0.2636363636,0.9579587673,0.7655860349,0.24,0.6308724832,5
0,0.4716981132,0.1392405063,0.1987951807,0.1018237082,0.0589198036,0.1557093426,0.3136363636,0.9566112918,0.7980049875,0.34,0.7651006711,6
0,0.5786163522,0.1455696203,0.1807228916,0.01671732523,0.05073649755,0.1384083045,0.225,0.9556488094,0.7331670823,0.15,0.6979865772,6
0,0.5471698113,0.2151898734,0.2771084337,0.2097264438,0.09001636661,0.2352941176,0.45,0.9613274558,0.8379052369,0.185,0.6375838926,6
0,0.4150943396,0.3449367089,0.02409638554,0.03799392097,0.05073649755,0.1660899654,0.2522727273,0.9534350998,0.783042394,0.16,0.7986577181,5
0,0.5094339623,0.1898734177,0.186746988,0.01671732523,0.06710310966,0.169550173,0.2795454545,0.9542050858,0.7456359102,0.225,0.744966443,6
0,0.4339622642,0.1012658228,0.1807228916,0.1458966565,0.09328968903,0.1730103806,0.4204545455,0.9603649733,0.8453865337,0.19,0.644295302,6
0,0.5031446541,0.2025316456,0.2168674699,0.06990881459,0.06873977087,0.1937716263,0.4045454545,0.9555525612,0.8204488778,0.235,0.8053691275,6
0,0.3836477987,0.1392405063,0.1385542169,0.04711246201,0.08510638298,0.05190311419,0.2363636364,0.957477526,0.783042394,0.21,0.5838926174,5
0,0.4339622642,0.1012658228,0.1807228916,0.1458966565,0.09328968903,0.1730103806,0.4204545455,0.9603649733,0.8453865337,0.19,0.644295302,6
0,0.4716981132,0.09493670886,0.2289156627,0.0273556231,0.0883797054,0.06574394464,0.2295454545,0.9572850295,0.8079800499,0.22,0.6711409396,5
0,0.5283018868,0.1835443038,0.1746987952,0.01595744681,0.05237315876,0.01384083045,0.125,0.9536275963,0.7256857855,0.16,0.7651006711,4
0,0.4150943396,0.2341772152,0.2831325301,0.09878419453,0.09983633388,0.07958477509,0.3409090909,0.9580550155,0.783042394,0.225,0.644295302,6
0,0.4842767296,0.2405063291,0.2409638554,0.03039513678,0.06219312602,0.09688581315,0.3454545455,0.9534350998,0.7930174564,0.16,0.8657718121,6
0,0.3962264151,0.1582278481,0.1385542169,0.226443769,0.06382978723,0.1626297578,0.3227272727,0.9596431115,0.783042394,0.175,0.6510067114,6
0,0.5220125786,0.1898734177,0.2168674699,0.1519756839,0.06873977087,0.1141868512,0.3840909091,0.9607499663,0.8054862843,0.255,0.6241610738,6
0,0.4150943396,0.1392405063,0.3493975904,0.01671732523,0.2176759411,0.1799307958,0.3090909091,0.9559375541,0.7730673317,0.15,0.610738255,5
0,0.3836477987,0.2151898734,0.186746988,0.1823708207,0.08674304419,0.1591695502,0.5409090909,0.9602687251,0.7880299252,0.24,0.5771812081,5
0,0.4716981132,0.1392405063,0.1746987952,0.07294832827,0.08183306056,0.1141868512,0.1977272727,0.9567075401,0.783042394,0.21,0.6644295302,5
